Month,Day,Year,Temp Max,Temp Avg,Temp Min,Humidity Max,Humidity Avg,Humidity Min,Precipitation
Jun,17,2017,99,86.2,78,88,67.5,39,0
Jun,18,2017,98,86.9,79,85,64.1,39,0
Jun,19,2017,91,81.3,75,94,77.2,52,0
Jun,20,2017,96,85.1,74,91,64.8,43,0
Jun,21,2017,96,85.2,73,90,56.3,27,0
Jun,22,2017,99,86,78,74,59.1,36,0
Jun,23,2017,102,87.6,77,94,66.9,37,0
Jun,24,2017,84,79.2,74,93,79.1,58,0
Jun,25,2017,89,80.9,75,90,73.7,52,0.06
Jun,26,2017,91,80.1,73,100,75.5,29,0.17
Jun,27,2017,91,78.7,72,100,84.2,48,0.27
Jun,28,2017,93,79,70,100,79.7,44,0
Jun,29,2017,97,83.8,74,97,75,44,0
Jun,30,2017,98,87,80,85,67.6,42,0
Jul,1,2017,96,86.3,80,90,67,38,0
Jul,2,2017,98,85.5,79,90,71.2,39,0
Jul,3,2017,97,85.6,76,94,68.2,40,0
Jul,4,2017,99,85.4,76,94,70.4,36,0
Jul,5,2017,98,84,75,100,71.7,30,0
Jul,6,2017,98,82.6,74,94,74.7,37,0
Jul,7,2017,97,82.3,73,97,76.1,39,0.32
Jul,8,2017,97,85.3,74,94,65.5,37,0.52
Jul,9,2017,97,86.5,74,93,60.3,35,0
Jul,10,2017,97,85.9,74,94,58.6,32,0
Jul,11,2017,97,84.1,75,94,69.1,32,0
Jul,12,2017,96,84.8,73,94,66.3,33,0
Jul,13,2017,98,84.3,73,96,68.5,36,0
Jul,14,2017,99,85.3,73,96,65.3,35,0
Jul,15,2017,102,82.9,73,94,71.9,30,0
Jul,16,2017,96,82.3,71,97,71.8,41,0.22
Jul,17,2017,97,85,74,97,67.7,38,0
Jul,18,2017,98,85.5,74,94,66.5,37,0
Jul,19,2017,99,86.7,72,93,62.6,35,0
Jul,20,2017,101,88,76,94,62.4,32,0
Jul,21,2017,100,88.2,74,97,59.3,29,0
Jul,22,2017,100,87.6,76,94,61.7,31,0
Jul,23,2017,99,86.3,76,94,65,37,0
Jul,24,2017,99,84.9,77,94,66.9,26,0
Jul,25,2017,100,87.3,78,90,63.7,32,0
Jul,26,2017,101,85.9,77,94,66.4,30,0
Jul,27,2017,100,87,71,93,60,32,0
Jul,28,2017,102,88,73,93,54.9,25,0
Jul,29,2017,105,91.4,75,90,49.9,21,0
Jul,30,2017,104,89.8,77,79,53.6,31,0
Jul,31,2017,99,87.2,78,64,46,25,0
Aug,1,2017,98,85.4,69,87,51.6,29,0
Aug,2,2017,88,82.2,78,87,74.5,57,0
Aug,3,2017,94,81.6,76,100,77,45,0.05
Aug,4,2017,96,85.6,73,93,62.9,38,0
Aug,5,2017,101,86,74,88,65.8,34,0
Aug,6,2017,101,86.9,78,90,68,34,0
Aug,7,2017,85,76.2,72,100,90.2,69,1.88
Aug,8,2017,93,82.7,73,96,72.2,45,0.99
Aug,9,2017,96,83,74,94,70.6,38,0
Aug,10,2017,97,85.3,73,94,69.8,43,0
Aug,11,2017,98,86.8,74,91,64.2,40,0
Aug,12,2017,99,86,77,94,69.2,38,0
Aug,13,2017,99,86.9,77,94,64.8,36,0
Aug,14,2017,98,86.8,78,90,64.6,35,0
Aug,15,2017,98,85.8,77,90,67.8,39,0
Aug,16,2017,99,86.3,80,90,69.3,38,0
Aug,17,2017,99,87.6,81,85,65.1,36,0
Aug,18,2017,99,86.8,77,94,65.6,32,0
Aug,19,2017,99,87.3,73,96,59.6,32,0
Aug,20,2017,98,87.3,76,94,60.6,35,0
Aug,21,2017,96,84.5,74,94,67.9,36,0
Aug,22,2017,98,86,71,96,62.2,34,0
Aug,23,2017,98,84.3,72,93,63.8,34,0
Aug,24,2017,94,82.2,76,90,73.6,47,0
Aug,25,2017,90,82.1,77,90,72.8,52,0
Aug,26,2017,77,75.9,74,100,98.1,88,1.24
Aug,27,2017,76,73.7,72,100,94.2,88,7
Aug,28,2017,84,76,70,93,77.4,58,1.83
Aug,29,2017,88,79.1,72,84,67.1,48,0
Aug,30,2017,91,79.9,71,79,61.4,36,0
Aug,31,2017,92,78.7,66,91,65,39,0
Sep,1,2017,93,79.5,68,96,68.1,35,0
Sep,2,2017,93,79.2,66,96,70.1,39,0
Sep,3,2017,91,79.3,68,96,70.3,43,0
Sep,4,2017,91,78.4,67,97,73,43,0
Sep,5,2017,94,81.6,69,97,71,41,0
Sep,6,2017,86,77,60,90,50.4,27,0
Sep,7,2017,84,69.7,54,87,59,33,0
Sep,8,2017,85,71,56,97,64.3,38,0
Sep,9,2017,86,72.9,60,93,62.2,33,0
Sep,10,2017,87,72.1,60,90,65.6,37,0
Sep,11,2017,86,71.5,59,93,64.6,33,0
Sep,12,2017,92,74.2,57,90,59.2,26,0
Sep,13,2017,92,75.4,61,90,68.1,38,0
Sep,14,2017,94,78.4,67,97,77.7,41,0
Sep,15,2017,92,77.1,67,100,79.5,43,0
Sep,16,2017,92,80.9,75,94,76.2,45,0
Sep,17,2017,92,79.3,72,97,77.3,42,0
Sep,18,2017,94,81.3,71,100,78.3,45,0
Sep,19,2017,93,83.4,76,94,75.4,50,0
Sep,20,2017,94,84.2,77,94,73.1,47,0
Sep,21,2017,94,81.7,75,94,79.3,49,0
Sep,22,2017,91,79.3,73,96,80.9,55,0
Sep,23,2017,91,78,68,100,81.8,46,0
Sep,24,2017,91,78.5,69,97,80.1,53,0
Sep,25,2017,90,78.1,68,100,81,48,0
Sep,26,2017,83,75.8,73,100,93.7,74,0.02
Sep,27,2017,85,78.5,74,97,83.7,63,2.49
Sep,28,2017,86,77.3,73,100,85.6,65,0.01
Sep,29,2017,78,73.8,71,97,87.9,73,0.98
Sep,30,2017,86,74,65,97,67.1,38,0.31
Oct,1,2017,88,73.3,61,97,74.9,45,0
Oct,2,2017,89,76.7,66,97,78.8,48,0
Oct,3,2017,86,77.7,74,100,90.9,72,0
Oct,4,2017,88,80.5,74,94,79.2,51,0.94
Oct,5,2017,88,77.1,69,97,78.1,49,0
Oct,6,2017,87,75.7,66,97,73.8,46,0
Oct,7,2017,88,76.9,65,97,75.8,51,0
Oct,8,2017,90,79.1,67,91,68.2,48,0
Oct,9,2017,91,79.5,71,97,79.7,52,0
Oct,10,2017,77,67.8,61,97,61,46,0
Oct,11,2017,77,66,58,86,58.8,37,0
Oct,12,2017,86,71.6,58,97,72.7,47,0
Oct,13,2017,89,75.4,66,100,83.3,51,0
Oct,14,2017,89,77.5,72,100,84,53,0
Oct,15,2017,77,71.6,63,100,76.3,39,0
Oct,16,2017,75,62.3,49,90,52.4,29,0
Oct,17,2017,77,57.8,43,100,70.4,32,0
Oct,18,2017,81,59.5,41,100,72.4,30,0
Oct,19,2017,82,66.6,50,100,76.2,44,0
Oct,20,2017,82,70.9,61,100,86.5,62,0
Oct,21,2017,89,77.5,72,97,81.2,49,0.01
Oct,22,2017,77,68.3,53,100,85.5,41,0
Oct,23,2017,80,61.5,47,100,72.3,30,0.7
Oct,24,2017,77,63.5,47,93,48.3,18,0
Oct,25,2017,80,60.1,41,93,52,20,0
Oct,26,2017,82,64.1,48,87,55.6,27,0
Oct,27,2017,62,56.5,45,100,52.5,26,0
Oct,28,2017,62,47.8,39,82,43.8,18,0
Oct,29,2017,74,52.8,32,88,48.8,18,0
Oct,30,2017,79,58.7,39,96,63.3,31,0
Oct,31,2017,61,55.3,51,100,77.9,47,0
Nov,1,2017,77,59.8,53,100,93.6,66,0.85
Nov,2,2017,84,73.2,66,100,90.1,65,0
Nov,3,2017,87,76.6,71,100,85.4,51,0
Nov,4,2017,80,74.1,70,97,90.2,76,0
Nov,5,2017,88,75.2,70,97,82.9,49,0.01
Nov,6,2017,86,74.6,69,97,79,41,0
Nov,7,2017,81,69.7,60,93,76.4,58,0
Nov,8,2017,60,50.7,46,96,78.2,60,0
Nov,9,2017,56,51,47,97,85.8,74,0.21
Nov,10,2017,63,56,52,93,81.2,63,0
Nov,11,2017,74,66.6,57,96,76.8,64,0
Nov,12,2017,76,67.8,60,100,85.3,69,0
Nov,13,2017,77,68.5,61,97,80.3,56,0
Nov,14,2017,79,66.6,55,100,82.5,54,0
Nov,15,2017,73,68.9,66,96,88.1,76,0
Nov,16,2017,82,70.5,62,100,88.2,58,0.07
Nov,17,2017,84,74.1,69,97,80.5,54,0.01
Nov,18,2017,83,70.1,54,93,62,31,0
Nov,19,2017,64,51.5,39,93,55.9,27,0
Nov,20,2017,69,51.5,37,100,68.2,31,0
Nov,21,2017,74,59.5,45,100,75.2,48,0
Nov,22,2017,65,53.4,36,79,50.4,26,0
Nov,23,2017,69,48.3,31,92,59.1,23,0
Nov,24,2017,75,54,36,97,61.5,26,0
Nov,25,2017,80,58.5,40,97,74.3,34,0
Nov,26,2017,75,59.2,49,97,78,48,0
Nov,27,2017,75,58.3,44,100,84.2,50,0
Nov,28,2017,79,54.3,42,100,85.5,42,0
Nov,29,2017,72,57.9,43,93,59.5,25,0
Nov,30,2017,74,56.5,41,93,68.5,41,0
Dec,1,2017,75,58.5,45,90,69.3,37,0
Dec,2,2017,77,60.3,43,100,79,50,0
Dec,3,2017,73,65.1,55,100,95.8,81,0
Dec,4,2017,83,73.1,68,96,81.7,52,0.02
Dec,5,2017,71,58.7,45,93,60.9,31,0
Dec,6,2017,43,41.5,40,100,94.1,85,0.22
Dec,7,2017,46,39.3,32,100,83.6,63,0.8
Dec,8,2017,47,36,30,96,78.3,60,0.35
Dec,9,2017,67,45.7,29,96,61.8,22,0
Dec,10,2017,67,47.8,31,96,60.3,24,0
Dec,11,2017,77,53.1,32,92,54.8,15,0
Dec,12,2017,64,50.7,36,89,49.9,27,0
Dec,13,2017,62,44.8,29,96,67.7,34,0
Dec,14,2017,63,51.8,39,93,58.9,31,0
Dec,15,2017,59,49.4,37,89,50.9,29,0
Dec,16,2017,53,44.6,35,100,89.2,52,0
Dec,17,2017,57,49.3,45,100,94,77,1.29
Dec,18,2017,57,53.5,49,100,99.3,96,0
Dec,19,2017,72,63.5,57,100,96.3,41,0.54
Dec,20,2017,75,57.5,46,100,80,32,0.35
Dec,21,2017,78,62.2,42,100,88,58,0
Dec,22,2017,73,58.7,42,100,94.8,80,0
Dec,23,2017,55,43.6,33,100,72.1,45,0.05
Dec,24,2017,63,43.2,30,100,77.4,41,0
Dec,25,2017,55,44.2,29,92,74.2,56,0
Dec,26,2017,51,46.4,41,100,99.1,86,0.01
Dec,27,2017,40,39.1,38,100,85.4,76,0.02
Dec,28,2017,48,42.4,38,76,71.5,63,0
Dec,29,2017,49,44.1,40,100,91.6,71,0
Dec,30,2017,63,52.4,44,100,91.1,70,0
Dec,31,2017,43,35.2,27,100,94.5,81,0
